Title,Price,product__pricing_area
Peters Light & Creamy Classic Vanilla Ice Cream Tub | 1.8L,$5.50,$0.31 per 100mL
Streets Golden Gaytime Plant Based 4 pack | 400mL,$4.75,$1.19 per 100mL | Was $9.50
Birds Eye Whiting Fish Finger | 350g,$6.00,$17.14 per 1kg | Was $7.50
Birds Eye Snap Frozen Vegetables Carrot Cauliflower & Broccoli | 1 kg,$5.50,$5.50 per 1kg
Coles Gingerbread Vienna Sticks 5 Pack | 285mL,$4.40,$1.54 per 100mL | Was $5.50
Bulla Creamy Classic Neapolitan Ice Cream | 2L,$10.00,$0.50 per 100mL
Peters Gluten Free Original Neapolitan Multi Flavoured Ice Cream Tub | 2L,$5.50,$2.75 per 1L
Weight Watchers Snap Frozen Mushroom & Pumpkin Risotto | 320g,$6.50,$2.03 per 100g
Katoomba Chapatti | 1.2Kg,$9.00,$7.50 per 1kg
Streets Magnum Luxe Caramel Ego Ice Cream 4 Pack | 388mL,$11.50,$2.96 per 100mL
Creative Gourmet Frozen Coconut Chunks | 300g,$2.82,$9.40 per 1kg | Was $5.65
Hanabi Mukimake Shelled Soybeans | 400g,$3.25,$8.13 per 1kg | Was $4.50
Coles Frozen Organic Bluberries | 450g,$8.80,$1.96 per 100g | Was $9.00 on Aug 2022
Coles Santa Pops 4 Pack | 240mL,$4.40,$1.83 per 100mL | Was $5.50
Bulla Murray Street Vanilla & Boysenberry Swirl | 1L,$6.00,$0.60 per 100mL | Was $12.00
Annabel Karmel Meals Vegetable And Pasta Bake | 200g,$3.50,$1.75 per 100g
Streets Magnum White Ice Cream Sticks | 105mL,$4.80,$4.57 per 100mL
Golden Wok Frozen Diana Chan's Szechuan Pork Dumplings | 230g,$7.50,$3.26 per 100g
McCain Frozen Healthy Choice Spinach & Ricotta Ravioli | 390g,$4.50,$1.29 per 100g
McCain Frozen BBQ Meatlovers Family Pizza | 500g,$7.50,$1.50 per 100g
Dr. Oetker Frozen Gluten Free Ristorante Mozzarella Pizza | 370g,$10.00,$2.70 per 100g
Haagen Dazs Caramel Biscuit & Cream Ice Cream Tub | 457mL,$12.50,$2.74 per 100mL
Magnum Gold Almond Remix Ice Cream 4 Pack | 360mL,$10.50,$2.92 per 100mL
Coles Penne Napoletana Pasta | 375g,$3.30,$0.88 per 100g
Coles Frozen Buttermilk Chicken Tenders | 400g,$6.50,$16.25 per 1kg
Street Pizza Sweet Chilli Chicken | 385g,$10.80,$2.81 per 100g
McCain Family Pizza Pepperoni | 490g,$7.50,$1.53 per 100g
Ingham's Chicken Chippies | 400g,$5.50,$13.75 per 1kg
Temptation Frozen Petite Quiches Variety 30 Pack | 500g,$10.00,$2.00 per 100g
Birds Eye Frozen Supreme Mixed Vegetables Stir Fry | 850g,$5.00,$5.88 per 1kg
Four'N Twenty King Size Meat Lovers Sausage Roll | 160g,$2.50,$1.56 per 100g | Was $4.00
Hanabi Frozen Edamame Soybean Pods | 400g,$3.50,$0.88 per 100g
Birds Eye Snap Frozen Carrot Cauliflower Broccoli & Bean | 500g,$2.90,$5.80 per 1kg
On The Menu Angus Beef Lasagne | 400g,$4.00,$1.00 per 100g | Was $4.50
King Of Kings Gua Bao Bun | 560g,$4.25,$0.76 per 100g | Was $8.50
Birds Eye Frozen Steamfresh Potato Mash With Butter | 400g,$4.50,$11.25 per 1kg
Streets Paddle Pop Banana | 544mL,$5.50,$1.01 per 100mL | Was $8.00
Street Supreme Pizza | 385g,$10.80,$2.81 per 100g
Birds Eye Snap Frozen Mixed Vegetables | 1 kg,$5.50,$5.50 per 1kg
Haldirams Onion Bhaji | 283g,$5.90,$2.08 per 100g
Streets Magnum Honeycomb Crunch Ice Cream Sticks | 110mL,$4.80,$4.36 per 100mL
I&J The Finest Frozen Basa Fillets | 1kg,$7.00,$7.00 per 1kg | Was $9.00
Birds Eye Frozen Fish Fingers 15 Pieces | 375g,$6.20,$16.53 per 1kg
Coles Neapolitan Ice Cream Tub | 4L,$7.00,$1.75 per 1L | Was $7.40 on Aug 2022
Sealord Hoki Bites Classic Crumb | 400g,$10.00,$25.00 per 1kg
Coles Party 30 Pack | 1.25kg,$10.00,$8.00 per 1kg
Gym Bod Chocolate Pudding | 475mL,$10.00,$2.11 per 100mL
Haagen-Dazs Vanilla Ice Cream Tubs | 457mL,$12.50,$2.74 per 100mL
Magnum Ice Cream Tahiti Passionfruit White Choc 4 Pack | 360mL,$10.50,$2.92 per 100mL
Peters Maxibon Ice Cream Waffle 4 Pack | 560mL,$9.50,$1.70 per 100mL
Birds Eye Frozen Shanghai Stir Fry | 500g,$3.90,$0.78 per 100g
Birds Eye Snap Frozen Sliced Green Beans | 500g,$2.90,$5.80 per 1kg
Coles Frozen Broccoli Florets | 500g,$3.20,$6.40 per 1kg
Coles Singapore Noodles | 375g,$3.30,$0.88 per 100g
McCain Red Box Tray Lasagna  | 400g,$4.00,$1.00 per 100g | Was $5.00
Twisted Licks 99% Sugar Free Dipped Vanilla Latte 4Pack | 320mL,$4.50,$1.41 per 100mL | Was $9.00
Birds Eye Frozen Cauliflower Rice | 500g,$4.50,$9.00 per 1kg
Street Margherita Pizza | 355g,$10.80,$3.04 per 100g
Bulla Murray Street Ice Cream Honey & Salted Caramel Peanut | 1L,$6.00,$0.60 per 100mL | Was $12.00
Birds Eye Snap Frozen Sliced Green Beans | 1kg,$4.00,$4.00 per 1kg
Charlotte'S Bakery Slow Cooked Steak & Mushroom Pies 2 Pack | 400g,$9.80,$2.45 per 100g
Nanna's Frozen Apple Crumble | 550g,$5.00,$0.91 per 100g
Peters Gluten Free Original Rainbow Ice Cream Tub | 2L,$5.50,$2.75 per 1L
McCain Frozen Healthy Choice Lemon Chicken | 350g,$4.50,$1.29 per 100g
Four N Twenty Angus Beef Pies | 700g,$8.80,$1.26 per 100g | Was $11.00
Inghams Xmas Tree Turkey Nuggets | 350g,$6.50,$18.57 per 1kg
Streets Blue Ribbon Classic Chocolate Ice Cream Tub | 2L,$5.75,$0.29 per 100mL | Was $7.65
Magnum Ice Cream Peppermint 4Pack | 428mL,$10.50,$2.45 per 100mL
Birds Eye Deli Rosemary And Garlic Roasts | 600g,$4.80,$8.00 per 1kg
Haldirams Cocktail Samosa | 500g,$11.00,$2.20 per 100g
The Fishery Australian Saddletail Snapper Portions | 260g,$12.00,$46.15 per 1kg
Bouchee Cheesy Pumpkin Arancinis | 250g,$4.50,$1.80 per 100g | Was $9.00
Coles Frozen Fruit Blackberries | 500g,$5.00,$10.00 per 1kg
Charlotte'S Bakery Slow Cooked Beef & Ale Potato Top Pies 2 Pack | 400g,$9.80,$2.45 per 100g
Birds Eye Snap Frozen Baby Beans- Carrot & Corn | 1 kg,$5.50,$5.50 per 1kg
Birds Eye Deli Parmesan & Garlic Mash | 600g,$5.00,$8.33 per 1kg
Twisted Minis Multipack Vanilla Caramel & Choc Banana 4 Pack | 480mL,$7.50,$1.56 per 100mL
Bulla Creamy Classics Ice Cream Chocolate Hazelnut Spread Limited Edition | 2L,$10.00,$0.50 per 100mL
McCain Frozen Cheese & Bacon Pizza Pockets | 400g,$6.50,$1.63 per 100g
McCain Ultra Thin Margherita Pizza | 300g,$6.00,$2.00 per 100g
McCain Family Margherita Frozen Pizza | 500g,$7.50,$1.50 per 100g
Steggles Frozen Flaming Chicken Wing Nibbles | 1kg,$11.00,$11.00 per 1kg | Was $13.00
Borgs Frozen Puff Pastry Sheets | 1.7kg,$6.80,$0.40 per 100g
Steggles Frozen Sweet Chilli Chicken Tenders | 1kg,$13.00,$13.00 per 1kg
Lean Cuisine Lamb & Rosemary Hotpot | 280g,$5.00,$1.79 per 100g
Kb's Salmon Portion Skin On | 250g,$7.00,$28.00 per 1kg
Birds Eye Deli Duck Fat Potatoes | 600g,$6.20,$10.33 per 1kg
Four'N Twenty Frozen Chicken & Vegetable Pies 4 pack | 700g,$8.50,$1.21 per 100g
Four N Twenty Traveller Microwavable Classic Beef Pie | 160g,$2.50,$1.56 per 100g | Was $3.70
On The Menu Frozen Pappardelle Ragu | 260g,$2.80,$1.08 per 100g | Was $3.50
Coles Frozen Shortcrust Pastry 5 pack | 1kg,$2.30,$0.23 per 100g
Birds Eye Deli Grilled Vegetables | 400g,$4.40,$11.00 per 1kg | Was $5.50
Annabel Karmel Fish Pie | 200g,$3.50,$1.75 per 100g
Twisted Licks 99% Sugar Free Sticks Vanilla Bean 4 Pack | 320mL,$4.50,$1.41 per 100mL | Was $9.00
Lean Cuisine Veg'D Up Spinach Ricotta Cannelloni | 330g,$4.50,$1.36 per 100g | Was $5.50
,$4.85,$1.39 per 100g | Was $6.50
McCain Pub Size Southern Style Chicken | 480g,$6.50,$1.35 per 100g | Was $8.50
The Village Dish Authentic Turkish Gozleme Spinach And Feta | 300g,$6.00,$2.00 per 100g
Coles Frozen Tiramisu | 500g,$5.00,$1.00 per 100g
Charlotte'S Bakery Slow Cooked Beef Shiraz & Onion Pies 2 Pack | 400g,$9.80,$2.45 per 100g
Annabel Karmel Meals Spaghetti And Meatballs | 200g,$3.50,$1.75 per 100g
Birds Eye Frozen Farmhouse Seasoned Sides | 600g,$5.50,$9.17 per 1kg
Coles Frozen Chicken Breast Kiev 2 Pack | 350g,$6.00,$1.71 per 100g
YoPro Frozen Dessert Double Choc Tub | 473mL,$9.00,$1.90 per 100mL | Was $12.00
Cremorne Creamery Cookies & Cream | 1L,$6.50,$0.65 per 100mL
McCain Frozen Ham & Pineapple Family Pizza | 500g,$7.50,$1.50 per 100g
Bulla Splits Raspberry Ice Cream Sticks 10 pack | 750mL,$8.00,$1.07 per 100mL
Magnum Ice Cream Intense Dark Minis 6pack | 330mL,$10.50,$3.18 per 100mL
Sara Lee Mango Passionfruit & White Chocolate Ice Cream | 1L,$12.00,$1.20 per 100mL
Lean Cuisine Sundried Tomato & Chicken | 375g,$6.70,$1.79 per 100g
Birds Eye Deli Roast Vegetables  | 600g,$5.50,$9.17 per 1kg
Four N Twenty AFL Party Sausage Rolls 24 Pack | 900g,$12.00,$1.33 per 100g
Peters Maxibon That's Mint 4 Pack | 620mL,$9.50,$1.53 per 100mL
On The Menu Bacon & Cheese Cottage Pie | 400g,$4.00,$1.00 per 100g | Was $4.50
Birds Eye Frozen Peas Baby Whole | 500g,$3.40,$6.80 per 1kg
McCain Bubble and Squeak | 620g,$3.70,$0.60 per 100g
Coles Lemon Curd Cheesecake | 450g,$3.75,$0.83 per 100g
Balfours Frozen Premium Potato Pie 2 pack | 440g,$4.80,$1.09 per 100g | Was $6.00
McCain Red Box Plated Roast Lamb  | 320g,$5.40,$1.69 per 100g | Was $6.75
McCain Red Box Plated Chicken Parmigiana  | 320g,$5.40,$1.69 per 100g | Was $6.75
On The Menu Slow Cooked Lamb Plated Meals | 320g,$5.50,$1.72 per 100g | Was $6.50
On The Menu Frozen BBQ Mixed Grill | 320g,$5.50,$1.72 per 100g | Was $6.50
Birds Eye Frozen Malaysian Vegetables Stir Fry | 500g,$3.90,$7.80 per 1kg
,$4.50,$11.25 per 1kg
Bulla Murray Street Ice Cream Caramel Swirl & Shortbread | 1L,$6.00,$0.60 per 100mL | Was $12.00
Core Power Foods Smokey Mountain Meatballs | 350g,$7.00,$2.00 per 100g | Was $9.00
Coles Salt & Pepper Squid | 360g,$5.50,$15.28 per 1kg
Pampas Frozen Shortcrust Pastry Sheets 5 pack | 1kg,$5.20,$0.52 per 100g
Four N Twenty Angus Beef & Pepper Pies | 700g,$8.80,$1.26 per 100g | Was $11.00
Peters No Sugar Added Ice Cream | 1.2L,$9.00,$0.75 per 100mL
Steggles Frozen Chicken Breast Tempura Crackles | 400g,$5.50,$13.75 per 1kg
Weight Watchers Frozen Creamy Tuna Bake Meal | 320g,$6.50,$2.03 per 100g
Haagen Dazs Fruit Collection Ice Cream Mini Cups 4 Pack | 380mL,$10.00,$2.63 per 100mL | Was $12.50
Streets Blue Ribbon Cookies & Cream Ice cream tub | 2L,$5.75,$0.29 per 100mL | Was $7.65
McCain Frozen Cheese & Bacon Pizza Slices 6 pack | 600g,$8.00,$1.33 per 100g
I&J Frozen Tasty Lightly Crumbed Calamari Rings | 400g,$9.00,$22.50 per 1kg
Nestle Ice Cream Kit Kat Ice Cream Stick 4 pack | 360mL,$9.50,$2.64 per 100mL
Connoisseur Ice Cream Blood Orange Choc 4 Pack | 400mL,$9.50,$2.38 per 100mL
KB's Salt & Pepper Squid | 1kg,$27.50,$2.75 per 100g
Mr Chen's Ginger Prawn Dumplings | 630g,$16.00,$2.54 per 100g
Bulla Splits Summer Splits 10 Pack | 750mL,$8.00,$1.07 per 100mL
On The Menu Frozen Spaghetti & Meatballs Meal | 260g,$2.80,$1.08 per 100g | Was $3.50
On The Menu Cottage Pie | 260g,$2.80,$1.08 per 100g | Was $3.50
Coles Sweet Potato Cottage Pie | 375g,$3.30,$0.88 per 100g
Coles Convenience Meals Tuna Bake | 375g,$3.30,$0.88 per 100g
Temptation Bakeries Pumpkin & Fetta Quiches 18 Pack | 300g,$4.50,$1.50 per 100g | Was $6.00
Bouchee Greek Chicken Meatballs | 250g,$4.50,$1.80 per 100g | Was $9.00
Temptation Frozen Petite Quiche Lorraine's 18 pack | 300g,$4.50,$1.50 per 100g | Was $7.50
Coles Frozen Chocolate Lava Cake 2 pack | 180g,$4.20,$2.33 per 100g
,$4.85,$1.39 per 100g | Was $6.50
I&J Lemon Crumbed Fish Fillets | 425g,$5.00,$11.76 per 1kg
Birds Eye Carrot- Cauli & Broccoli Veggie Rice | 500g,$4.50,$9.00 per 1kg
Sealord Hoki Fillets Wholemeal | 300g,$5.70,$19.00 per 1kg | Was $8.00
Pat & Stick's Sandwich Oat Milk Vanilla Choc Chip (Vegan) | 1 each,$5.50,$5.50 per 1ea
Amazonia Acai  Energy Superfood Packs | 400g,$6.00,$1.50 per 100g | Was $8.00
KB Tempura Prawns | 300g,$8.00,$26.67 per 1kg | Was $10.50
Weight Watchers Chilli Con Carne | 330g,$6.50,$1.97 per 100g
McCain Frozen Meat Lovers Pizza Slices 6 pack | 600g,$8.00,$1.33 per 100g
Birds Eye Frozen Steam Fresh Fish Fillets With Thai Red Curry Sauce 2 Pack | 380g,$10.00,$26.32 per 1kg
Connoisseur Ice Cream Mint Cookies 4 Pack | 400mL,$9.50,$2.38 per 100mL
KB Frozen Vegetable Gyoza | 750g,$12.75,$1.70 per 100g
Ben & Jerry's Chocolate Fudge Brownie Ice Cream Tub | 458mL,$13.00,$2.84 per 100mL
Lean Cuisine Spaghetti Bolognese | 280g,$5.00,$1.79 per 100g
KB's Classic Crumb Whiting Fillets | 450g,$7.50,$16.67 per 1kg
Four N Twenty Traveller Microwavable Beef Cheese & Bacon Pie | 160g,$2.50,$1.56 per 100g | Was $3.70
On The Menu Frozen Cheese Macaroni | 260g,$2.80,$1.08 per 100g | Was $3.50
Coles Frozen Hawaiian Pizza | 500g,$4.00,$0.80 per 100g
Twisted Licks  99% Sugar Free Sticks Double Choc 4 Pack | 320mL,$4.50,$1.41 per 100mL | Was $9.00
Bouchee Mac & Cheese | 250g,$4.50,$1.80 per 100g | Was $9.00
On The Menu Roast Beef Plated Meal | 320g,$5.50,$1.72 per 100g | Was $6.50
Coles Frozen Organic Mixed Berries | 450g,$8.80,$1.96 per 100g | Was $9.00 on Aug 2022
Core Powerfoods Beef Tortolleni | 350g,$7.00,$2.00 per 100g | Was $9.00
Herbert Adams Frozen Chicken & Leek Pie 2 pack | 420g,$9.00,$2.14 per 100g
Golden Wok Diana Chan Honey Soy Chicken Dumplings | 230g,$7.50,$3.26 per 100g
Four N Twenty Angus Beef Cheese & Bacon Pies | 700g,$8.80,$1.26 per 100g | Was $11.00
Steggles Frozen Tempura Chicken Breast Pops | 1kg,$11.00,$11.00 per 1kg | Was $13.00
Connoisseur Ice Cream Mini Salted Caramel & Macadamia 6 Pack | 360mL,$9.50,$2.64 per 100mL
Bubble O Bill Ice Cream Strawberry Chocolate & Caramel 4 Pack | 404mL,$9.50,$2.35 per 100mL
Dr. Oetker Frozen Papa Giuseppi's Rising Stuffed Crust Pepperoni Pizza | 470g,$7.00,$1.49 per 100g
Magnum Ice Cream Sweet & Salty Almond | 440mL,$9.50,$2.16 per 100mL
Magnum Ice Cream Luxe Salted Caramel Tub | 440mL,$9.50,$2.16 per 100mL
KB's Whiting Bites Southern Style Batter | 1kg,$27.50,$27.50 per 1kg
Steggles Spinach & 3 Cheese Turkey Breast | 1kg,$20.00,$20.00 per 1kg
Coles Mi Goreng | 375g,$3.30,$0.88 per 100g
﻿Birds Eye Deli Frozen Hash Browns | 375g,,
On The Menu Satay Chicken & Rice | 400g,$4.00,$1.00 per 100g | Was $4.50
Streets Golden Gaytime Oak Chocolate 4 pack | 400mL,$4.75,$1.19 per 100mL | Was $9.50
Super Nature Frozen Dairy Free Super Pulses Thai Green Chicken Curry | 300g,$4.30,$1.43 per 100g
Coles Frozen Fish Fillets Beer Battered | 425g,$4.40,$10.35 per 1kg
Weis Dark Chocolate And Coconut Real Good Feel Good Bar 4 Pack | 280mL,$6.00,$2.14 per 100mL | Was $8.50
Weis Bar Raspberry Davidson Plum 4 Pack | 280mL,$6.00,$2.14 per 100mL | Was $8.50
McCain Rustica Pizza Smoked Ham & Aged Cheddar | 410g,$6.00,$1.46 per 100g | Was $8.30
McCain Pub Size Rich Beef Meatballs | 480g,$6.50,$1.35 per 100g | Was $8.50
Coles Corn Fritters 10 Pack | 300g,$5.50,$1.83 per 100g
Core Power Foods Deep South Beef Chilli | 350g,$7.00,$2.00 per 100g | Was $9.00
Coles Entertaining Garlic & Parsley Crumbed Prawns 8 pack | 160g,,
Streets Blue Ribbon Low Fat Ice Cream Choc Mint | 2L,$5.75,$0.29 per 100mL | Was $7.65
Connoisseur Vanilla Ice Cream 4 Pack | 456mL,$9.50,$2.08 per 100mL
Connoisseur Ice Cream Roasted Hazelnut 4 Pack | 400mL,$9.50,$2.38 per 100mL
Gym Bod Peanut Butter Salted Caramel | 475mL,$10.00,$2.11 per 100mL
Haagen-Dazs Strawberries And Cream Ice Cream | 457mL,$12.50,$2.74 per 100mL
Coles Original Chicken Tenders | 1kg,$9.30,$9.30 per 1kg
Magnum Berry & White Chocolate Remix Ice Cream 4 Pack | 360mL,$10.50,$2.92 per 100mL
Haldirams Batata Vada | 283g,$6.00,$2.12 per 100g
Lean Cuisine Beef Stroganoff | 280g,$5.00,$1.79 per 100g
Dr Oetker Ristorante Vegetale Pizza | 385g,$8.50,$2.21 per 100g
Katoomba Frozen Vegetable Cut Okra | 312g,$2.00,$0.64 per 100g
Coles Mini Chicken Kiev | 320g,$5.00,$1.56 per 100g
On The Menu Frozen Chicken Kiev | 320g,$5.50,$1.72 per 100g | Was $6.50
Sealord Japanese Style Tempura Batter Hoki Fillet | 280g,$5.70,$20.36 per 1kg | Was $8.00
Hanabi Surimi Crispy Tofu Balls | 500g,$5.00,$1.00 per 100g
Buono Mochi Ice Mango | 156g,$6.00,$3.85 per 100g | Was $7.50
Weis Pineapple Coconut 8mp Ice Cream Bar | 280mL,$6.00,$2.14 per 100mL | Was $8.50
Weis Half & Half Pine Lime & Vanilla  | 1L,$6.00,$0.60 per 100mL | Was $9.00
Bulla Murray Street Ice Cream Strawberries & Cream | 1L,$6.00,$0.60 per 100mL | Was $12.00
Coles Mozzarella Bites & Sauce 10 Pack | 330g,$5.30,$1.61 per 100g
Dr.Oetker Papa Giuseppi's Panini Tomato & Cheese | 250g,$5.00,$2.00 per 100g
McCain Frozen Healthy Choice Creamy Chicken Carbonara | 300g,$4.50,$1.50 per 100g
Sara Lee Frozen Incredibly Fruity Apple Crumble Deep Dish Pie | 800g,$7.50,$0.94 per 100g | Was $9.50
,$9.00,$2.25 per 100g
Vegie Delights Frozen Crispy Chicken Style Burgers | 300g,$5.85,$1.95 per 100g | Was $6.50 on Apr 2019
McCain Frozen Ultra Thin Crust Tandoori Chicken Pizza | 320g,$6.00,$1.88 per 100g
Magnum Ice Cream Dairy Free Classic 3Pack | 270mL,$9.00,$3.33 per 100mL
Peters Light & Creamy Vanilla Slices 12 pack | 1.2L,$9.00,$0.75 per 100mL
McCain Red Box Plated Veal Cordon Bleu  | 320g,,
Maxibon Caramel Rough Nut Ice Cream Bars 4 pack | 620mL,$9.50,$1.53 per 100mL
Connoisseur Ice Cream Mango Coconut 4 Pack | 400mL,$9.50,$2.38 per 100mL
Coles Sweet Chilli Chicken Tenders | 1kg,$9.30,$9.30 per 1kg
Sam's Frozen Pelmeni Chicken Dumplings | 800g,$14.70,$1.84 per 100g
Kb's Tender Squid Chips Lightly Crumbed | 1kg,$27.50,$27.50 per 1kg
Mr Chen's Bbq Pork Dumplings | 700g,$16.00,$2.29 per 100g
Birds Eye Frozen Steam Fresh Fish Fillets With Parsley & Citrus Sauce 2 Pack | 380g,$10.00,$26.32 per 1kg
Birds Eye Southern Blue Whiting Fillets | 1kg,$16.50,$16.50 per 1kg
Peters Original Banana Split | 2L,$5.50,$0.28 per 100mL
Four'N Twenty Traveller Hi Protein Beef Pie | 160g,$2.50,$1.56 per 100g | Was $4.00
Creative Gourmet Frozen Avocado Slices | 250g,$2.82,$1.13 per 100g | Was $5.65
On The Menu Butter Chicken With Rice | 400g,$4.00,$1.00 per 100g | Was $4.50
Lean Cuisine Veg'D Up Cottage Pie | 335g,$4.50,$1.34 per 100g | Was $5.50
McCain Red Box Plated Chicken Roast  | 320g,$5.40,$1.69 per 100g | Was $6.75
Buono Mochi Ice Dessert Green Tea | 156g,$6.00,$3.85 per 100g | Was $7.50
Table & Tale Yorkshire Puddings | 220g,$5.40,$27.00 per 100g
Coles Mini Potato Kiev Balls With Cheesy Garlic | 240g,$5.00,$2.08 per 100g
McCain Pub Size Butter Chicken | 480g,$6.50,$1.35 per 100g | Was $8.50
KB's Yum Cha Shu Mai | 240g,$6.80,$2.83 per 100g | Was $8.50
Streets Magnum Peppermint | 363mL,$4.80,$1.32 per 100mL
Birds Eye Snap Frozen Winter Vegetables | 1 kg,$5.50,$5.50 per 1kg
McCain Frozen Healthy Choice Chinese Chicken With Cashews | 280g,$4.50,$1.61 per 100g
Borg's Pastizzi Spinach Ricotta | 625g,$6.70,$1.07 per 100g
,$9.00,$2.25 per 100g
Birds Eye Deli Hoki Crisp Light Batter | 250g,$9.00,$36.00 per 1kg
Coles Entertaining Crumbed Pork Bites 8Pack | 240g,$7.00,$2.92 per 100g
Coles Chicken Breast Schnitzel | 400g,$4.40,$11.00 per 1kg
Twisted Healthy Treats Tiny Tubs Choc Mint/Caramel White Choc 4 Pack | 480mL,$8.50,$1.77 per 100mL
YoPro Frozen Desserts Chocolate Mocha 4 pack | 540mL,$10.00,$1.85 per 100mL | Was $12.00
McCain Frozen BBQ Chicken & Pineapple Family Pizza | 500g,$7.50,$1.50 per 100g
Dr. Oetker Frozen Ristorante Hawaii Pizza | 355g,$8.50,$2.39 per 100g
Birds Eye Deli Flat Head Fish Bites | 250g,$10.00,$40.00 per 1kg
Coles Mozzarella Cheese Bites | 700g,$10.50,$1.50 per 100g
Gym Bod Cookies And Cream | 475mL,$10.00,$2.11 per 100mL
,$7.50,$2.14 per 100g | Was $9.00 on Sep 2022
Oreo Ice Cream Sandwich 4 Pack | 540mL,$9.50,$1.76 per 100mL
Birds Eye Frozen Deep Sea Dory Fish Fillets | 425g,$11.00,$25.88 per 1kg
Haldirams Aloo Tikki | 420g,$10.00,$2.38 per 100g
Coles Marinara Seafood Mix | 1kg,$18.00,$18.00 per 1kg
Grandma's Olden Wok Entertainer | 1.2kg,$12.00,$1.00 per 100g
,$9.00,$2.25 per 100g
Halo Top Cookies & Cream | 473mL,$10.50,$2.22 per 100mL
Katoomba Frozen Vegetable Chilli | 312g,$2.00,$0.64 per 100g
Katoomba Frozen Vegetable Okra | 312g,$2.00,$0.64 per 100g
Mai Hong Frozen Spring Roll Pastry Sheets 20 pack | 250g,$3.00,$1.20 per 100g
Lean Cuisine Veg'D Up Mushroom Risotto | 350g,$4.50,$1.29 per 100g | Was $5.50
Super Nature Frozen Super Pulses Pasta With Beef & Chia Meatballs | 300g,$4.30,$1.43 per 100g
I&J Beer Battered Fish Fillets | 425g,$5.00,$11.76 per 1kg | Was $6.50
Oz Group Australian Frozen Blueberries | 250g,$5.00,$2.00 per 100g
Coles Mini Vienna Vanilla 5 Pack | 285mL,$5.00,$1.75 per 100mL
Coles Ice Cream 5pk Mini Vienna Mint Sticks | 285mL,$5.00,$1.75 per 100mL
Pat & Sticks Sandwich Double Chocolate | 1 each,$5.50,$5.50 per 1ea
Buono Mochi Ice Chocolate | 156g,$6.00,$3.85 per 100g | Was $7.50
Weis Half & Half Raspberry & Dark Chocolate  | 1L,$6.00,$0.60 per 100mL | Was $9.00
Weis Mini Mango Fruit Ice Bars 8 pack | 280 mL,$6.00,$2.14 per 100mL | Was $8.50
FroPro Protein Chilli Con Carne Burrito | 245g,$6.40,$2.61 per 100g | Was $8.00
Core Power Foods Holy Meatballs Lean Beef | 350g,$7.00,$2.00 per 100g | Was $9.00
You Beaut Australian Frozen Mixed Berries | 400g,$6.00,$1.50 per 100g
Birds Eye Snap Frozen Spring Greens Mix | 1 kg,$5.50,$5.50 per 1kg
Temptation Frozen Premium Tasty Cheese & Bacon Quiches 2 pack | 280g,$5.00,$1.79 per 100g
Pampas Frozen Pastry Puff | 550g,$6.00,$1.09 per 100g
Birds Eye Frozen Chinese Vegetables Stir Fry | 850g,$5.00,$5.88 per 1kg
Bulla Choc Fudge Ice Cream 8Pack | 600mL,$8.00,$1.33 per 100mL
Birds Eye Plant Based Chicken Strips | 200g,$7.30,$3.65 per 100g
Coles Frozen Bake At Home Pain Au Chocolat 6Pack | 420g,$6.70,$1.60 per 100g
Quorn Frozen Meat Free Cheese & Spinach Schnitzels | 240g,$7.00,$2.92 per 100g
Sara Lee Frozen  Strawberry Cheesecake | 410g,$7.50,$1.83 per 100g
Filosophy Filo Pie Feta And Leek | 550g,$10.80,$1.96 per 100g
Herbert Adams Frozen King Island Frozen Beef Sausage Rolls 12 pack | 420g,$9.50,$2.26 per 100g
Coles Frozen Fish Fillet Crumbed | 1kg,$8.50,$8.50 per 1kg
Oreo Stick Sandwich 4 Pack | 300mL,$9.50,$3.17 per 100mL
Pana Organic Frozen Dessert Salted Choc & Caramel | 950mL,$12.00,$1.26 per 100mL | Was $15.00
Haagen-Dazs Mango & Raspberry Ice Cream Tub | 457mL,$12.50,$2.74 per 100mL
Haagen Dazs Pina Colada Ice Cream | 457mL,$12.50,$2.74 per 100mL
Ben & Jerry's Phish Food Ice Cream Tub | 458mL,$13.00,$2.84 per 100mL
Sam's Frozen Pierogi Potato & Onion Pasta | 800g,$14.70,$1.84 per 100g
Peters Original Party Cake Ice Cream | 1.5L,$13.00,$0.87 per 100mL
Coles Crumbed Prawn Cutlets | 360g,$6.40,$17.78 per 1kg
Birds Eye Deli Golden Crunch Frozen Hash Browns | 800g,$4.80,$6.00 per 1kg
Streets Blue Ribbon Duos Caramel Hokey Pokey | 2L,$10.00,$0.50 per 100mL
KB's Natural Squid Rings | 1kg,$15.00,$15.00 per 1kg
,$4.30,$1.43 per 100g
Hanabi Frozen Surimi Fried Fish Balls | 500g,$5.00,$1.00 per 100g
Coles Ice Cream Mini Vienna Salted Caramel Sticks 5 Pack | 285mL,$5.00,$1.75 per 100mL
Core Powerfoods Beef Taco Bowl | 350g,$7.00,$2.00 per 100g | Was $9.00
Core Powerfoods Mixed Grill | 350g,$7.00,$2.00 per 100g | Was $9.00
Amy's Kitchen Frozen Gluten Free Rice Mac & Cheese Pasta | 255g,$7.50,$2.94 per 100g
